                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.95762,                0.88594,                 1.1375,                0.85932,                0.74219,                0.78825,                0.60736,                0.90016,                 0.6394,                 1.0215,               0.005149,               0.005149,               0.005149
                    150,                 0.9517,                0.88207,                 1.1331,                0.86045,                0.74211,                0.78851,                0.60753,                0.89988,                 0.6393,                 1.0212,               0.005116,               0.005116,               0.005116
                    151,                0.95887,                0.88935,                 1.1364,                 0.8656,                0.74458,                0.78907,                 0.6083,                0.89961,                0.63886,                 1.0209,               0.005083,               0.005083,               0.005083
                    152,                  0.955,                 0.8773,                 1.1361,                0.86419,                0.74574,                 0.7895,                0.60882,                0.89872,                0.63801,                 1.0201,                0.00505,                0.00505,                0.00505
                    153,                0.95197,                0.87546,                 1.1314,                0.86754,                0.74361,                0.78986,                0.60949,                0.89817,                0.63787,                 1.0201,               0.005017,               0.005017,               0.005017
                    154,                0.95226,                0.87912,                 1.1319,                0.86523,                0.74421,                0.79004,                0.60971,                0.89814,                0.63851,                 1.0201,               0.004984,               0.004984,               0.004984
                    155,                0.94296,                0.86342,                 1.1258,                0.86878,                0.74388,                0.79066,                   0.61,                0.89772,                  0.638,                 1.0199,               0.004951,               0.004951,               0.004951
                    156,                0.94524,                0.86327,                 1.1296,                0.87427,                0.74393,                0.79145,                0.61061,                0.89717,                0.63726,                 1.0196,               0.004918,               0.004918,               0.004918
                    157,                0.94325,                0.86388,                 1.1273,                0.87209,                0.74541,                0.79187,                 0.6116,                 0.8965,                0.63726,                  1.019,               0.004885,               0.004885,               0.004885
                    158,                 0.9417,                0.86264,                 1.1224,                0.87602,                0.74331,                0.79195,                0.61165,                0.89678,                0.63711,                 1.0195,               0.004852,               0.004852,               0.004852
                    159,                0.94415,                0.86641,                 1.1252,                0.88016,                0.74096,                0.79219,                0.61169,                0.89646,                0.63704,                 1.0194,               0.004819,               0.004819,               0.004819
                    160,                0.93883,                0.85937,                 1.1207,                0.88407,                0.74155,                0.79244,                0.61173,                0.89662,                0.63743,                 1.0198,               0.004786,               0.004786,               0.004786
                    161,                0.93643,                0.85971,                 1.1261,                0.88502,                0.74079,                0.79288,                0.61232,                  0.896,                0.63761,                 1.0198,               0.004753,               0.004753,               0.004753
                    162,                0.93323,                0.84786,                 1.1215,                0.88453,                0.74227,                0.79337,                0.61322,                0.89536,                0.63779,                 1.0197,                0.00472,                0.00472,                0.00472
                    163,                0.92555,                 0.8419,                 1.1156,                0.88481,                0.74294,                0.79339,                0.61333,                0.89511,                0.63727,                 1.0196,               0.004687,               0.004687,               0.004687
                    164,                0.93059,                0.84586,                 1.1179,                0.88651,                0.74247,                0.79409,                0.61353,                0.89493,                0.63769,                 1.0194,               0.004654,               0.004654,               0.004654
                    165,                  0.923,                0.82947,                 1.1128,                0.88827,                0.74275,                0.79442,                0.61419,                0.89428,                0.63716,                 1.0193,               0.004621,               0.004621,               0.004621
                    166,                0.91854,                0.83421,                 1.1108,                0.88876,                0.74382,                0.79481,                 0.6147,                0.89408,                0.63799,                 1.0193,               0.004588,               0.004588,               0.004588
                    167,                0.92214,                0.83786,                 1.1133,                0.88894,                 0.7442,                0.79538,                0.61516,                0.89374,                0.63757,                 1.0193,               0.004555,               0.004555,               0.004555
                    168,                0.91713,                0.83455,                 1.1151,                0.88891,                0.74359,                0.79545,                0.61529,                0.89351,                0.63775,                 1.0191,               0.004522,               0.004522,               0.004522
                    169,                0.91247,                0.82248,                 1.1077,                0.88845,                0.74347,                0.79606,                0.61573,                0.89308,                0.63822,                 1.0188,               0.004489,               0.004489,               0.004489
                    170,                 0.9078,                0.81934,                 1.1062,                0.88692,                0.74496,                0.79644,                0.61617,                0.89248,                0.63752,                 1.0187,               0.004456,               0.004456,               0.004456
                    171,                0.91776,                0.82779,                 1.1081,                0.88789,                0.74394,                0.79661,                0.61623,                0.89218,                0.63779,                 1.0186,               0.004423,               0.004423,               0.004423
                    172,                0.90196,                0.80555,                 1.1045,                0.89008,                 0.7454,                0.79682,                0.61652,                0.89139,                0.63831,                 1.0182,                0.00439,                0.00439,                0.00439
                    173,                 0.9003,                0.81152,                 1.1026,                0.89267,                 0.7445,                0.79831,                0.61733,                 0.8916,                0.63802,                 1.0184,               0.004357,               0.004357,               0.004357
                    174,                0.90361,                0.81213,                 1.1058,                0.89053,                0.74578,                0.79855,                0.61762,                0.89098,                0.63733,                  1.018,               0.004324,               0.004324,               0.004324
                    175,                0.89861,                0.81034,                 1.1015,                0.88857,                0.74743,                0.79875,                0.61763,                0.88996,                0.63652,                 1.0177,               0.004291,               0.004291,               0.004291
                    176,                0.90818,                0.81066,                  1.105,                0.89141,                0.74588,                0.79911,                 0.6182,                0.88944,                0.63649,                 1.0177,               0.004258,               0.004258,               0.004258
                    177,                0.88941,                0.79952,                 1.0938,                0.89365,                0.74523,                0.79898,                0.61846,                0.88873,                0.63715,                 1.0176,               0.004225,               0.004225,               0.004225
                    178,                0.89443,                0.79276,                 1.0948,                0.89091,                0.74848,                0.79951,                0.61872,                0.88843,                0.63739,                 1.0175,               0.004192,               0.004192,               0.004192
                    179,                0.89082,                0.79213,                  1.093,                0.89026,                0.74751,                0.79947,                0.61862,                0.88805,                0.63697,                 1.0175,               0.004159,               0.004159,               0.004159
                    180,                0.88597,                0.79175,                 1.0923,                0.89286,                0.74649,                0.79985,                0.61895,                0.88807,                0.63748,                 1.0175,               0.004126,               0.004126,               0.004126
                    181,                 0.8855,                0.79275,                 1.0928,                0.89252,                0.74814,                0.80032,                0.61937,                 0.8872,                0.63677,                 1.0165,               0.004093,               0.004093,               0.004093
                    182,                0.88117,                0.78827,                 1.0925,                0.88998,                0.74941,                0.80028,                0.61932,                0.88674,                0.63682,                 1.0163,                0.00406,                0.00406,                0.00406
                    183,                0.88627,                0.79538,                 1.0966,                 0.8883,                0.75002,                0.80039,                 0.6198,                0.88652,                0.63712,                 1.0163,               0.004027,               0.004027,               0.004027
                    184,                0.88365,                0.78807,                 1.0941,                0.88692,                0.75023,                0.80021,                0.62029,                0.88567,                0.63654,                 1.0163,               0.003994,               0.003994,               0.003994
                    185,                0.87341,                0.77446,                 1.0846,                0.89902,                0.74458,                0.80068,                0.62046,                0.88525,                0.63616,                 1.0162,               0.003961,               0.003961,               0.003961
                    186,                0.87407,                0.77617,                  1.087,                0.90098,                0.74489,                0.80086,                0.62067,                0.88485,                  0.636,                 1.0161,               0.003928,               0.003928,               0.003928
                    187,                0.87266,                0.77707,                 1.0847,                0.89935,                0.74412,                0.79931,                0.62087,                0.88455,                0.63642,                 1.0162,               0.003895,               0.003895,               0.003895
                    188,                0.87507,                0.77048,                 1.0835,                0.89672,                0.74576,                0.79912,                0.62076,                0.88383,                0.63611,                 1.0162,               0.003862,               0.003862,               0.003862
                    189,                0.86717,                0.76695,                  1.083,                0.88477,                0.75012,                0.79941,                0.62142,                0.88336,                0.63608,                 1.0162,               0.003829,               0.003829,               0.003829
                    190,                0.86498,                0.76974,                 1.0816,                0.88434,                0.75003,                0.79967,                0.62231,                0.88309,                0.63569,                 1.0163,               0.003796,               0.003796,               0.003796
                    191,                0.86914,                0.76558,                 1.0817,                0.88346,                0.75056,                0.79963,                0.62235,                0.88316,                0.63615,                 1.0172,               0.003763,               0.003763,               0.003763
                    192,                0.85635,                0.75939,                 1.0785,                 0.8865,                0.75034,                0.79985,                0.62335,                0.88251,                0.63591,                 1.0172,                0.00373,                0.00373,                0.00373
                    193,                0.86222,                0.76289,                 1.0808,                0.88992,                0.74819,                0.79972,                0.62337,                0.88237,                0.63592,                 1.0171,               0.003697,               0.003697,               0.003697
                    194,                0.85424,                0.75519,                 1.0751,                 0.8895,                0.74847,                0.79993,                0.62312,                  0.882,                0.63639,                 1.0169,               0.003664,               0.003664,               0.003664
                    195,                0.85337,                0.75385,                 1.0741,                 0.8883,                 0.7501,                0.80033,                0.62314,                0.88176,                0.63679,                 1.0168,               0.003631,               0.003631,               0.003631
                    196,                0.85944,                0.76158,                 1.0811,                0.88807,                 0.7493,                0.80037,                0.62308,                0.88121,                0.63712,                 1.0167,               0.003598,               0.003598,               0.003598
                    197,                0.85456,                0.75684,                 1.0749,                 0.8952,                0.74703,                0.80109,                0.62393,                0.88076,                  0.637,                 1.0166,               0.003565,               0.003565,               0.003565
                    198,                0.84547,                0.74332,                 1.0706,                0.88599,                0.75003,                0.80108,                0.62416,                0.88058,                0.63777,                 1.0167,               0.003532,               0.003532,               0.003532
                    199,                0.84157,                0.73468,                  1.068,                0.89865,                0.74848,                0.80153,                0.62461,                 0.8799,                0.63818,                 1.0166,               0.003499,               0.003499,               0.003499
                    200,                0.84453,                0.74314,                 1.0703,                 0.8998,                0.74879,                0.80259,                0.62503,                0.87958,                0.63842,                 1.0166,               0.003466,               0.003466,               0.003466
                    201,                0.84829,                0.74907,                 1.0726,                 0.9016,                0.74544,                0.80171,                0.62462,                0.87905,                 0.6391,                 1.0164,               0.003433,               0.003433,               0.003433
                    202,                0.84392,                0.74222,                 1.0699,                0.90099,                0.74524,                0.80297,                0.62596,                 0.8788,                0.63906,                 1.0164,                 0.0034,                 0.0034,                 0.0034
                    203,                0.83966,                0.73686,                   1.07,                0.89485,                0.74895,                0.80291,                0.62606,                0.87802,                0.63911,                 1.0162,               0.003367,               0.003367,               0.003367
                    204,                0.83275,                0.72924,                 1.0652,                0.90007,                0.74547,                0.80371,                0.62655,                0.87778,                0.63852,                 1.0161,               0.003334,               0.003334,               0.003334
                    205,                0.83647,                0.73633,                 1.0633,                0.89724,                0.74751,                0.80371,                 0.6272,                0.87742,                0.63924,                  1.016,               0.003301,               0.003301,               0.003301
                    206,                0.83209,                0.73165,                 1.0619,                0.89598,                0.74776,                  0.804,                0.62768,                0.87698,                0.63979,                  1.016,               0.003268,               0.003268,               0.003268
                    207,                0.83248,                0.72102,                 1.0646,                0.90866,                 0.7449,                0.80416,                0.62749,                0.87665,                0.64062,                 1.0159,               0.003235,               0.003235,               0.003235
                    208,                0.83221,                0.72193,                 1.0597,                0.90759,                0.74391,                0.80363,                 0.6271,                 0.8762,                0.64098,                 1.0159,               0.003202,               0.003202,               0.003202
                    209,                0.81832,                0.71406,                 1.0573,                 0.9125,                0.74358,                0.80392,                0.62711,                0.87619,                0.64112,                 1.0161,               0.003169,               0.003169,               0.003169
                    210,                0.82676,                0.72506,                 1.0594,                 0.9134,                0.74445,                0.80439,                0.62751,                0.87616,                0.64168,                 1.0162,               0.003136,               0.003136,               0.003136
                    211,                 0.8209,                 0.7204,                 1.0588,                0.91256,                0.74452,                0.80456,                0.62756,                 0.8759,                0.64238,                 1.0165,               0.003103,               0.003103,               0.003103
                    212,                0.81506,                0.71205,                 1.0547,                 0.9187,                 0.7414,                0.80473,                0.62791,                0.87565,                0.64331,                 1.0163,                0.00307,                0.00307,                0.00307
                    213,                0.81617,                 0.7104,                 1.0562,                0.91117,                0.74429,                0.80477,                0.62767,                0.87543,                0.64433,                 1.0164,               0.003037,               0.003037,               0.003037
                    214,                0.80733,                0.70825,                 1.0519,                0.91359,                0.74332,                0.80458,                0.62861,                  0.875,                0.64431,                 1.0164,               0.003004,               0.003004,               0.003004
                    215,                0.81803,                0.71034,                 1.0546,                 0.9109,                0.74398,                0.80483,                0.62841,                0.87414,                0.64529,                 1.0163,               0.002971,               0.002971,               0.002971
                    216,                0.80994,                0.70512,                   1.05,                 0.9156,                0.74277,                0.80536,                0.62871,                0.87371,                0.64536,                 1.0162,               0.002938,               0.002938,               0.002938
                    217,                0.80413,                0.69867,                 1.0493,                0.91571,                0.74272,                0.80488,                0.62918,                0.87361,                0.64656,                 1.0162,               0.002905,               0.002905,               0.002905
                    218,                 0.7952,                0.69407,                 1.0496,                0.91313,                0.74326,                0.80494,                 0.6299,                0.87292,                0.64682,                  1.016,               0.002872,               0.002872,               0.002872
                    219,                0.80344,                0.70051,                 1.0486,                0.91355,                0.74322,                0.80521,                0.62987,                0.87282,                0.64747,                 1.0162,               0.002839,               0.002839,               0.002839
                    220,                 0.8009,                0.69912,                 1.0499,                 0.9139,                0.74357,                0.80522,                0.63005,                0.87247,                0.64777,                 1.0161,               0.002806,               0.002806,               0.002806
                    221,                0.79666,                0.69027,                  1.046,                0.88743,                0.75277,                0.80591,                0.63033,                 0.8724,                0.64816,                 1.0162,               0.002773,               0.002773,               0.002773
                    222,                0.79313,                0.68358,                 1.0428,                0.88916,                0.75389,                0.80606,                0.63044,                0.87191,                 0.6482,                 1.0161,                0.00274,                0.00274,                0.00274
                    223,                0.79517,                0.68835,                 1.0459,                0.89312,                0.75237,                0.80618,                0.63038,                0.87145,                0.64785,                 1.0159,               0.002707,               0.002707,               0.002707
                    224,                0.79072,                0.68526,                 1.0421,                0.89627,                0.75153,                0.80619,                 0.6305,                0.87152,                0.64773,                  1.016,               0.002674,               0.002674,               0.002674
                    225,                0.79011,                0.68738,                 1.0432,                0.89679,                0.75152,                 0.8055,                0.63078,                0.87098,                0.64851,                 1.0159,               0.002641,               0.002641,               0.002641
                    226,                0.78048,                0.67444,                 1.0381,                0.89835,                0.75094,                0.80501,                0.63113,                0.87078,                0.64826,                 1.0161,               0.002608,               0.002608,               0.002608
                    227,                0.78888,                 0.6816,                 1.0408,                0.89122,                0.75503,                0.80482,                0.63126,                0.87079,                0.64909,                 1.0162,               0.002575,               0.002575,               0.002575
                    228,                0.78147,                0.67391,                  1.038,                0.89333,                 0.7546,                0.80521,                0.63168,                0.87008,                0.64952,                  1.016,               0.002542,               0.002542,               0.002542
                    229,                0.77751,                0.67239,                 1.0335,                0.89198,                0.75619,                0.80634,                0.63137,                 0.8698,                0.64981,                  1.016,               0.002509,               0.002509,               0.002509
                    230,                0.77787,                0.66676,                  1.037,                0.89086,                0.75699,                0.80709,                0.63175,                0.86928,                0.64976,                 1.0157,               0.002476,               0.002476,               0.002476
                    231,                0.77367,                0.65936,                 1.0318,                0.89679,                0.75511,                0.80766,                0.63224,                0.86841,                0.65094,                 1.0155,               0.002443,               0.002443,               0.002443
                    232,                0.77256,                0.66075,                 1.0294,                0.89197,                0.75702,                0.80741,                0.63208,                0.86805,                0.65105,                 1.0155,                0.00241,                0.00241,                0.00241
                    233,                0.76418,                0.66297,                  1.033,                0.89193,                0.75727,                0.80683,                 0.6323,                0.86753,                0.65128,                 1.0154,               0.002377,               0.002377,               0.002377
                    234,                0.76398,                0.65461,                 1.0288,                 0.8937,                0.75622,                0.80701,                0.63281,                0.86755,                0.65216,                 1.0155,               0.002344,               0.002344,               0.002344
                    235,                0.76154,                 0.6557,                 1.0305,                0.88782,                0.75944,                 0.8075,                0.63256,                0.86724,                0.65289,                 1.0154,               0.002311,               0.002311,               0.002311
                    236,                0.75904,                0.65267,                 1.0278,                0.89771,                0.75416,                0.80758,                0.63304,                0.86709,                0.65456,                 1.0155,               0.002278,               0.002278,               0.002278
                    237,                0.76153,                0.65596,                  1.026,                0.90038,                0.75448,                0.80879,                0.63329,                0.86679,                0.65445,                 1.0154,               0.002245,               0.002245,               0.002245
                    238,                0.75428,                0.64321,                 1.0259,                0.88608,                0.76091,                0.80929,                0.63365,                0.86692,                0.65476,                 1.0154,               0.002212,               0.002212,               0.002212
                    239,                0.75154,                0.64545,                 1.0244,                0.89303,                0.75713,                0.80977,                0.63447,                0.86666,                0.65405,                 1.0154,               0.002179,               0.002179,               0.002179
                    240,                0.74779,                0.64277,                 1.0235,                0.89324,                0.75623,                0.80967,                0.63453,                0.86549,                0.65468,                 1.0149,               0.002146,               0.002146,               0.002146
                    241,                0.75279,                0.64836,                 1.0229,                0.89497,                0.75697,                0.80992,                0.63477,                 0.8652,                0.65519,                  1.015,               0.002113,               0.002113,               0.002113
                    242,                0.74315,                0.64119,                 1.0204,                0.89461,                0.75585,                0.80881,                0.63504,                0.86486,                0.65571,                 1.0148,                0.00208,                0.00208,                0.00208
                    243,                0.74211,                0.63775,                 1.0186,                  0.897,                0.75592,                0.81002,                0.63563,                0.86432,                0.65618,                 1.0149,               0.002047,               0.002047,               0.002047
                    244,                0.73814,                 0.6316,                 1.0158,                 0.8945,                0.75648,                0.81029,                0.63607,                0.86396,                0.65613,                 1.0148,               0.002014,               0.002014,               0.002014
                    245,                0.74459,                0.63921,                 1.0201,                0.89553,                0.75684,                0.81036,                0.63582,                0.86449,                0.65718,                 1.0156,               0.001981,               0.001981,               0.001981
                    246,                0.73642,                0.63288,                 1.0185,                0.89638,                0.75655,                0.81036,                0.63603,                0.86429,                0.65768,                 1.0155,               0.001948,               0.001948,               0.001948
                    247,                0.73388,                0.62053,                 1.0137,                0.89912,                0.75637,                 0.8108,                0.63678,                0.86417,                0.65772,                 1.0153,               0.001915,               0.001915,               0.001915
                    248,                0.73432,                0.62834,                 1.0141,                0.90017,                0.75516,                0.81057,                0.63659,                0.86401,                0.65793,                 1.0155,               0.001882,               0.001882,               0.001882
                    249,                0.72639,                0.62263,                 1.0136,                0.90029,                0.75525,                0.81078,                 0.6372,                0.86361,                0.65844,                 1.0155,               0.001849,               0.001849,               0.001849
                    250,                0.72669,                0.62217,                  1.015,                 0.8972,                0.75757,                0.81161,                0.63691,                0.86373,                0.65846,                 1.0156,               0.001816,               0.001816,               0.001816
                    251,                0.72139,                0.61691,                 1.0102,                 0.8859,                0.76204,                0.81169,                0.63682,                 0.8634,                0.65811,                 1.0155,               0.001783,               0.001783,               0.001783
                    252,                0.71747,                0.60426,                 1.0063,                 0.8878,                0.76056,                0.81129,                0.63723,                0.86321,                0.65874,                 1.0155,                0.00175,                0.00175,                0.00175
                    253,                0.71998,                0.61517,                 1.0088,                0.88716,                0.76045,                0.81163,                0.63767,                0.86289,                0.65909,                 1.0153,               0.001717,               0.001717,               0.001717
                    254,                0.71951,                0.61785,                  1.009,                0.88861,                0.76021,                 0.8116,                0.63802,                0.86295,                0.65967,                 1.0156,               0.001684,               0.001684,               0.001684
                    255,                0.72035,                0.61533,                 1.0077,                0.90412,                0.75539,                0.81182,                0.63805,                0.86248,                0.66001,                 1.0154,               0.001651,               0.001651,               0.001651
                    256,                 0.7126,                0.61111,                 1.0045,                0.90565,                0.75523,                0.81237,                0.63871,                0.86241,                0.66038,                 1.0157,               0.001618,               0.001618,               0.001618
                    257,                0.70786,                0.59804,                 1.0034,                0.88917,                0.75923,                0.81223,                0.63872,                0.86206,                0.66036,                 1.0157,               0.001585,               0.001585,               0.001585
                    258,                0.70701,                0.59845,                 1.0018,                0.88907,                0.76088,                0.81267,                0.63868,                0.86251,                0.66081,                 1.0159,               0.001552,               0.001552,               0.001552
                    259,                0.70288,                0.59767,                 1.0008,                0.89166,                0.76093,                0.81275,                0.63842,                 0.8623,                0.66119,                  1.016,               0.001519,               0.001519,               0.001519
                    260,                0.69935,                0.59369,                 1.0004,                0.89062,                0.76088,                0.81248,                0.63839,                0.86199,                0.66174,                  1.016,               0.001486,               0.001486,               0.001486
                    261,                0.69914,                0.59886,                0.99941,                0.90679,                0.75753,                0.81197,                0.63853,                0.86214,                0.66209,                 1.0161,               0.001453,               0.001453,               0.001453
                    262,                0.69228,                0.58902,                0.99856,                0.90752,                0.75737,                0.81163,                0.63913,                0.86175,                  0.662,                 1.0162,                0.00142,                0.00142,                0.00142
                    263,                0.69572,                0.59002,                0.99718,                0.90951,                0.75722,                0.81212,                0.63972,                 0.8614,                0.66225,                  1.016,               0.001387,               0.001387,               0.001387
                    264,                0.69026,                0.58521,                0.99649,                0.90562,                0.75737,                0.81226,                0.63991,                0.86133,                0.66273,                 1.0161,               0.001354,               0.001354,               0.001354
                    265,                0.68487,                0.57951,                0.99424,                0.90495,                0.75831,                0.81209,                0.63965,                0.86108,                0.66247,                 1.0163,               0.001321,               0.001321,               0.001321
                    266,                0.68898,                0.58707,                0.99539,                0.90589,                0.75841,                0.81201,                0.63997,                0.86153,                0.66264,                 1.0169,               0.001288,               0.001288,               0.001288
                    267,                0.68361,                0.57728,                0.99291,                0.90522,                0.75867,                0.81267,                0.63971,                0.86104,                0.66309,                 1.0167,               0.001255,               0.001255,               0.001255
                    268,                0.67948,                0.57967,                0.99136,                0.90466,                0.75863,                0.81291,                0.64051,                0.86121,                0.66283,                  1.017,               0.001222,               0.001222,               0.001222
                    269,                 0.6743,                0.56742,                0.98714,                0.90593,                0.75853,                 0.8133,                0.64064,                0.86099,                0.66264,                  1.017,               0.001189,               0.001189,               0.001189
                    270,                0.67434,                0.56992,                0.98676,                0.90486,                0.75919,                0.81356,                0.64089,                 0.8609,                0.66421,                 1.0171,               0.001156,               0.001156,               0.001156
                    271,                0.67143,                0.57343,                0.98739,                0.90914,                0.75849,                0.81346,                0.64052,                0.86066,                0.66466,                 1.0171,               0.001123,               0.001123,               0.001123
                    272,                0.66776,                  0.563,                0.98594,                0.90937,                0.75883,                0.81365,                 0.6411,                0.86037,                0.66492,                 1.0174,                0.00109,                0.00109,                0.00109
                    273,                0.66965,                0.56487,                0.98495,                0.90403,                0.75971,                0.81381,                0.64173,                0.86043,                 0.6656,                 1.0178,               0.001057,               0.001057,               0.001057
                    274,                0.66434,                0.56763,                0.98392,                0.90437,                0.75976,                0.81366,                0.64182,                0.86039,                0.66564,                 1.0182,               0.001024,               0.001024,               0.001024
                    275,                0.65986,                0.55961,                0.98387,                0.90461,                0.75981,                0.81426,                0.64178,                0.86019,                 0.6656,                 1.0183,               0.000991,               0.000991,               0.000991
                    276,                0.66251,                0.56079,                0.98542,                0.90693,                0.76017,                0.81451,                0.64241,                 0.8602,                0.66535,                 1.0184,               0.000958,               0.000958,               0.000958
                    277,                0.65837,                0.55642,                0.98159,                0.90801,                0.76002,                0.81446,                 0.6426,                0.85973,                0.66552,                 1.0184,               0.000925,               0.000925,               0.000925
                    278,                0.65305,                 0.5489,                 0.9806,                0.91108,                0.75935,                0.81455,                0.64226,                0.85953,                0.66617,                 1.0183,               0.000892,               0.000892,               0.000892
                    279,                0.65438,                0.55492,                0.98007,                0.91093,                0.75906,                0.81424,                0.64261,                0.85921,                0.66572,                 1.0184,               0.000859,               0.000859,               0.000859
                    280,                0.64694,                0.54654,                0.97769,                0.91061,                0.75846,                0.81412,                0.64286,                0.85904,                0.66515,                 1.0185,               0.000826,               0.000826,               0.000826
                    281,                0.65106,                0.54895,                0.97707,                0.91371,                0.75841,                0.81416,                0.64313,                0.85827,                0.66452,                 1.0183,               0.000793,               0.000793,               0.000793
                    282,                0.64468,                0.54633,                0.97712,                0.91383,                0.75776,                0.81414,                0.64328,                0.85838,                 0.6644,                 1.0183,                0.00076,                0.00076,                0.00076
                    283,                0.64383,                0.54675,                0.97473,                0.91212,                0.75828,                0.81419,                 0.6432,                0.85806,                0.66455,                 1.0184,               0.000727,               0.000727,               0.000727
                    284,                0.64383,                0.54409,                0.97286,                 0.9128,                0.75825,                0.81457,                0.64379,                0.85769,                0.66509,                 1.0184,               0.000694,               0.000694,               0.000694
                    285,                0.64108,                 0.5446,                0.97395,                0.91245,                0.75819,                0.81465,                0.64398,                0.85738,                0.66506,                 1.0188,               0.000661,               0.000661,               0.000661
                    286,                0.63099,                0.53433,                0.97079,                 0.9142,                0.75708,                0.81443,                0.64367,                0.85768,                0.66489,                  1.019,               0.000628,               0.000628,               0.000628
                    287,                0.63337,                0.53227,                0.97091,                 0.9132,                0.75718,                 0.8147,                0.64428,                0.85764,                0.66418,                 1.0192,               0.000595,               0.000595,               0.000595
                    288,                 0.6313,                0.53938,                0.97036,                0.91297,                0.75615,                0.81419,                 0.6439,                0.85774,                0.66381,                 1.0194,               0.000562,               0.000562,               0.000562
                    289,                0.62628,                0.53148,                0.96773,                0.91191,                0.75722,                0.81473,                0.64422,                0.85755,                0.66309,                 1.0196,               0.000529,               0.000529,               0.000529
                    290,                0.62357,                 0.5228,                0.96709,                0.91114,                0.75796,                 0.8149,                0.64441,                0.85696,                0.66198,                 1.0195,               0.000496,               0.000496,               0.000496
                    291,                0.57077,                0.39488,                 0.9034,                0.90869,                0.75814,                0.81532,                0.64468,                0.85712,                0.66052,                 1.0197,               0.000463,               0.000463,               0.000463
                    292,                0.52056,                0.35599,                0.87669,                0.90981,                0.75773,                0.81546,                0.64506,                 0.8564,                0.65829,                 1.0196,                0.00043,                0.00043,                0.00043
                    293,                 0.5007,                0.34565,                0.86962,                0.90844,                0.75783,                 0.8161,                0.64532,                0.85614,                0.65651,                 1.0198,               0.000397,               0.000397,               0.000397
                    294,                0.49244,                0.34065,                 0.8657,                0.90995,                 0.7576,                0.81636,                0.64509,                0.85585,                0.65667,                 1.0201,               0.000364,               0.000364,               0.000364
                    295,                0.48294,                0.33508,                0.86306,                0.90907,                0.75787,                0.81655,                0.64496,                0.85612,                  0.655,                 1.0206,               0.000331,               0.000331,               0.000331
                    296,                0.47164,                0.33079,                0.85961,                0.90939,                0.75721,                0.81665,                0.64553,                0.85613,                0.65439,                 1.0209,               0.000298,               0.000298,               0.000298
                    297,                 0.4652,                 0.3272,                0.85747,                0.90981,                0.75682,                0.81734,                0.64517,                0.85615,                0.65255,                 1.0214,               0.000265,               0.000265,               0.000265
                    298,                0.45801,                0.32477,                0.85494,                0.91154,                0.75684,                0.81745,                0.64549,                0.85592,                0.65088,                 1.0216,               0.000232,               0.000232,               0.000232
                    299,                0.45096,                0.32174,                0.85331,                0.91017,                0.75715,                0.81745,                0.64563,                0.85528,                 0.6496,                 1.0217,               0.000199,               0.000199,               0.000199
                    300,                0.44751,                0.31992,                0.85204,                0.90932,                 0.7576,                0.81712,                0.64602,                0.85514,                0.64831,                  1.022,               0.000166,               0.000166,               0.000166
