                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    145,                0.68682,                0.46349,                0.92381,                0.71185,                0.41259,                0.44946,                0.35294,                0.98208,                 2.0185,                 1.1086,              0.0076405,              0.0076405,              0.0076405
                    146,                0.68371,                0.46634,                0.92337,                0.68218,                0.42131,                0.45344,                0.35553,                0.97302,                 1.9783,                 1.1035,               0.007624,               0.007624,               0.007624
                    147,                0.68322,                0.46536,                0.91851,                0.72947,                0.41028,                0.45152,                0.35321,                 0.9764,                 1.9965,                 1.1033,              0.0076075,              0.0076075,              0.0076075
                    148,                0.67879,                0.45964,                0.91932,                0.72282,                0.41512,                0.45356,                0.35472,                0.97806,                 1.9928,                 1.1064,               0.007591,               0.007591,               0.007591
                    149,                0.68566,                0.46134,                0.92245,                0.74172,                0.41132,                 0.4561,                0.35448,                0.97245,                 2.0061,                 1.1047,              0.0075745,              0.0075745,              0.0075745
                    150,                  0.683,                0.45362,                0.91714,                0.71608,                0.41822,                0.45363,                0.35344,                0.96694,                 1.9875,                 1.0993,               0.007558,               0.007558,               0.007558
                    151,                0.67071,                0.45685,                0.91988,                 0.7435,                0.41317,                0.45698,                0.35656,                0.96126,                 1.9541,                 1.0953,              0.0075415,              0.0075415,              0.0075415
                    152,                0.66539,                0.44648,                0.91275,                0.75794,                0.41151,                0.45803,                0.35834,                0.95639,                 1.9464,                 1.0955,               0.007525,               0.007525,               0.007525
                    153,                0.68116,                0.46117,                 0.9179,                0.74072,                0.41855,                0.46041,                0.36128,                0.95768,                 1.9472,                 1.0967,              0.0075085,              0.0075085,              0.0075085
                    154,                0.68157,                0.45373,                0.91817,                0.71404,                0.41844,                0.45768,                0.35978,                0.95732,                 1.9615,                 1.0967,               0.007492,               0.007492,               0.007492
                    155,                0.66934,                 0.4439,                0.91086,                0.71797,                0.41998,                0.45798,                0.35916,                0.96075,                  1.999,                 1.0993,              0.0074755,              0.0074755,              0.0074755
                    156,                0.67439,                  0.453,                0.91815,                0.72074,                0.41815,                 0.4584,                 0.3603,                0.96222,                 2.0204,                 1.1019,               0.007459,               0.007459,               0.007459
                    157,                0.67306,                0.44914,                0.91504,                0.73583,                0.41691,                0.45884,                 0.3604,                0.95696,                 2.0286,                 1.0961,              0.0074425,              0.0074425,              0.0074425
                    158,                0.66907,                0.45025,                0.91934,                0.71593,                0.41898,                 0.4577,                0.36037,                0.96304,                 2.0382,                 1.0992,               0.007426,               0.007426,               0.007426
                    159,                0.66059,                0.44283,                0.91392,                0.72605,                0.41917,                0.45577,                0.35894,                0.96391,                 2.0421,                 1.0993,              0.0074095,              0.0074095,              0.0074095
                    160,                0.67645,                0.45081,                0.91611,                0.69928,                0.42606,                0.45537,                0.35766,                0.95702,                 2.0331,                 1.0955,               0.007393,               0.007393,               0.007393
                    161,                0.66529,                0.44514,                0.91431,                0.74283,                0.41207,                0.45664,                0.35781,                0.95977,                 2.0386,                 1.0968,              0.0073765,              0.0073765,              0.0073765
                    162,                0.66329,                0.44628,                0.91081,                0.71705,                 0.4192,                0.45833,                0.35919,                0.96112,                 2.0317,                  1.098,                0.00736,                0.00736,                0.00736
                    163,                 0.6668,                0.44113,                0.91705,                0.72665,                 0.4146,                0.46216,                0.36253,                0.95832,                 2.0279,                 1.0967,              0.0073435,              0.0073435,              0.0073435
                    164,                0.67159,                0.44834,                0.91475,                0.73197,                0.41264,                0.46195,                 0.3636,                0.95964,                 2.0287,                 1.1004,               0.007327,               0.007327,               0.007327
                    165,                0.66114,                0.43969,                0.91398,                0.73201,                0.41506,                0.46239,                0.36418,                0.95851,                 2.0347,                 1.1027,              0.0073105,              0.0073105,              0.0073105
                    166,                0.66359,                0.44045,                0.91107,                0.72566,                0.41632,                 0.4623,                0.36406,                0.95511,                 2.0145,                 1.0993,               0.007294,               0.007294,               0.007294
                    167,                0.65494,                0.43678,                0.90875,                0.73215,                0.41414,                 0.4632,                0.36534,                0.94876,                 2.0113,                 1.0962,              0.0072775,              0.0072775,              0.0072775
                    168,                0.65373,                0.43358,                0.90879,                  0.729,                0.41762,                0.46562,                0.36525,                0.94633,                 1.9948,                 1.0921,               0.007261,               0.007261,               0.007261
                    169,                0.66411,                0.44159,                0.91103,                0.72642,                0.41714,                0.46344,                0.36397,                0.94329,                 1.9804,                 1.0912,              0.0072445,              0.0072445,              0.0072445
                    170,                0.64806,                 0.4313,                0.90847,                0.72106,                0.42052,                0.46201,                0.36259,                0.94405,                 1.9771,                 1.0918,               0.007228,               0.007228,               0.007228
                    171,                0.65504,                 0.4365,                0.91257,                0.70783,                0.42377,                0.46075,                 0.3613,                0.94749,                 1.9784,                 1.0972,              0.0072115,              0.0072115,              0.0072115
                    172,                0.65259,                0.43657,                0.91012,                0.69408,                0.43316,                0.46324,                0.36327,                0.95002,                 1.9769,                 1.0992,               0.007195,               0.007195,               0.007195
                    173,                0.65893,                0.43536,                0.91097,                0.69554,                0.42992,                0.46265,                0.36399,                0.94981,                 1.9728,                  1.102,              0.0071785,              0.0071785,              0.0071785
                    174,                0.66139,                0.43709,                0.91246,                0.74809,                0.41035,                0.46128,                0.36258,                0.95286,                 1.9852,                 1.1034,               0.007162,               0.007162,               0.007162
                    175,                0.65455,                0.43228,                0.90985,                0.69172,                0.42559,                0.46098,                0.36293,                0.95539,                 1.9857,                 1.1052,              0.0071455,              0.0071455,              0.0071455
                    176,                0.64555,                0.42371,                0.90154,                0.74557,                0.41358,                0.46134,                0.36325,                0.94892,                 1.9906,                    1.1,               0.007129,               0.007129,               0.007129
                    177,                 0.6617,                0.43326,                0.90594,                 0.7281,                0.41804,                0.46173,                0.36392,                0.94856,                  1.993,                 1.0996,              0.0071125,              0.0071125,              0.0071125
                    178,                0.64726,                0.42328,                0.90343,                0.74398,                0.41526,                0.46061,                0.36322,                0.95047,                 1.9985,                 1.1031,               0.007096,               0.007096,               0.007096
                    179,                0.65154,                0.42748,                0.90418,                0.74358,                0.41358,                0.46103,                0.36405,                0.94844,                 1.9971,                 1.1025,              0.0070795,              0.0070795,              0.0070795
                    180,                0.64598,                0.42363,                  0.907,                0.74539,                0.41616,                0.46101,                0.36485,                0.94839,                 1.9999,                 1.1003,               0.007063,               0.007063,               0.007063
                    181,                0.64653,                0.43094,                0.90671,                0.72547,                0.41918,                0.46077,                 0.3654,                0.94929,                 1.9954,                 1.1006,              0.0070465,              0.0070465,              0.0070465
                    182,                 0.6495,                0.42988,                0.90526,                0.72815,                0.41898,                0.46218,                0.36606,                0.94733,                 1.9908,                 1.0995,                0.00703,                0.00703,                0.00703
                    183,                  0.645,                0.42022,                0.90696,                0.71719,                 0.4186,                0.46272,                0.36678,                0.94397,                 1.9894,                 1.0982,              0.0070135,              0.0070135,              0.0070135
                    184,                0.63779,                0.42241,                0.90233,                 0.7016,                0.42408,                0.46314,                0.36758,                0.94722,                   1.99,                 1.1027,               0.006997,               0.006997,               0.006997
                    185,                0.64243,                0.42324,                0.90313,                0.70959,                0.42428,                0.46342,                0.36778,                0.94836,                 1.9957,                 1.1034,              0.0069805,              0.0069805,              0.0069805
                    186,                0.64614,                  0.423,                0.90381,                0.72767,                0.41928,                0.46371,                0.36865,                0.94887,                 2.0005,                 1.1029,               0.006964,               0.006964,               0.006964
                    187,                 0.6383,                 0.4201,                0.90354,                0.72353,                0.41913,                0.46354,                0.36888,                0.95264,                 2.0087,                 1.1062,              0.0069475,              0.0069475,              0.0069475
                    188,                0.64556,                0.41979,                0.90637,                0.71908,                0.42465,                0.46358,                0.36771,                 0.9511,                 2.0154,                 1.1063,               0.006931,               0.006931,               0.006931
                    189,                0.63805,                0.41568,                0.90352,                0.70577,                0.42644,                 0.4648,                0.36855,                 0.9489,                 2.0171,                 1.1059,              0.0069145,              0.0069145,              0.0069145
                    190,                0.64003,                 0.4161,                0.90614,                0.72151,                0.42592,                0.46528,                0.36893,                0.94473,                 2.0173,                 1.1025,               0.006898,               0.006898,               0.006898
                    191,                 0.6372,                0.42057,                0.90258,                0.71687,                0.42839,                 0.4668,                0.36971,                0.94381,                 2.0095,                 1.1023,              0.0068815,              0.0068815,              0.0068815
                    192,                0.63361,                0.42289,                0.90136,                0.73126,                 0.4264,                0.46661,                0.36978,                0.94388,                 2.0151,                  1.101,               0.006865,               0.006865,               0.006865
                    193,                0.62894,                0.41891,                0.90405,                0.71557,                0.42759,                0.46495,                0.36912,                0.94325,                 2.0183,                 1.1004,              0.0068485,              0.0068485,              0.0068485
                    194,                0.62451,                0.41046,                0.89853,                0.71796,                 0.4259,                0.46509,                 0.3691,                0.94223,                 2.0224,                 1.0989,               0.006832,               0.006832,               0.006832
                    195,                0.63116,                 0.4186,                0.90643,                0.71113,                0.42864,                0.46609,                0.36981,                0.94138,                 2.0288,                 1.0966,              0.0068155,              0.0068155,              0.0068155
                    196,                 0.6375,                0.41505,                0.90097,                0.70248,                0.43097,                0.46662,                0.37051,                0.94203,                 2.0365,                 1.0974,               0.006799,               0.006799,               0.006799
                    197,                0.63779,                0.41924,                0.90078,                 0.7371,                0.42266,                0.46722,                0.36977,                0.94171,                 2.0344,                 1.0982,              0.0067825,              0.0067825,              0.0067825
                    198,                0.62892,                 0.4163,                0.90206,                0.73051,                0.42507,                0.46675,                0.36949,                0.94114,                 2.0303,                 1.0978,               0.006766,               0.006766,               0.006766
                    199,                0.63123,                0.41015,                0.89504,                0.71584,                 0.4284,                0.46648,                0.36902,                 0.9408,                 2.0304,                 1.0962,              0.0067495,              0.0067495,              0.0067495
                    200,                0.63326,                0.40849,                0.89806,                0.69093,                0.43271,                0.46605,                0.36862,                0.94019,                 2.0364,                 1.0953,               0.006733,               0.006733,               0.006733
                    201,                0.62004,                0.40327,                 0.8971,                0.68293,                0.43604,                0.46596,                0.36851,                0.94269,                 2.0441,                 1.0973,              0.0067165,              0.0067165,              0.0067165
                    202,                0.63547,                0.41377,                0.89899,                0.71536,                0.42644,                0.46428,                0.36813,                0.94388,                 2.0502,                 1.0992,                 0.0067,                 0.0067,                 0.0067
                    203,                0.63149,                0.41082,                0.89718,                0.74786,                0.41809,                0.46382,                0.36745,                0.94486,                 2.0643,                 1.0997,              0.0066835,              0.0066835,              0.0066835
                    204,                0.62858,                0.41324,                0.89886,                0.74592,                0.42019,                0.46414,                0.36661,                0.94353,                 2.0711,                 1.0985,               0.006667,               0.006667,               0.006667
                    205,                0.62673,                  0.404,                0.89526,                0.74587,                0.42145,                0.46343,                0.36641,                0.94137,                 2.0695,                 1.0985,              0.0066505,              0.0066505,              0.0066505
                    206,                0.63051,                0.41129,                0.89412,                0.73744,                0.42296,                0.46285,                0.36639,                0.93979,                 2.0696,                 1.0974,               0.006634,               0.006634,               0.006634
                    207,                0.62566,                0.40735,                0.89542,                0.74525,                0.41798,                0.46273,                0.36577,                0.93716,                 2.0672,                 1.0952,              0.0066175,              0.0066175,              0.0066175
                    208,                0.62219,                 0.4068,                0.89284,                0.75219,                0.41791,                0.46403,                0.36638,                0.93602,                 2.0617,                 1.0932,               0.006601,               0.006601,               0.006601
                    209,                0.62019,                0.40608,                0.89729,                0.74299,                0.42011,                0.46399,                0.36656,                0.93806,                 2.0606,                 1.0952,              0.0065845,              0.0065845,              0.0065845
                    210,                0.61917,                  0.403,                0.89962,                 0.7394,                0.42058,                0.46388,                0.36725,                0.93837,                 2.0567,                 1.0952,               0.006568,               0.006568,               0.006568
                    211,                0.62013,                0.40641,                0.89967,                0.73383,                0.42149,                0.46508,                0.36746,                0.93812,                 2.0524,                 1.0941,              0.0065515,              0.0065515,              0.0065515
                    212,                0.61912,                0.40451,                 0.8937,                0.72577,                0.42303,                0.46474,                0.36838,                0.93573,                 2.0504,                 1.0928,               0.006535,               0.006535,               0.006535
                    213,                0.62472,                0.40763,                0.89838,                0.74139,                0.42375,                0.46497,                0.36799,                0.93722,                 2.0494,                  1.093,              0.0065185,              0.0065185,              0.0065185
                    214,                0.61522,                0.40285,                0.89266,                0.74541,                0.42369,                0.46603,                0.36917,                0.93823,                  2.046,                  1.095,               0.006502,               0.006502,               0.006502
                    215,                0.61007,                0.39308,                0.89358,                0.73783,                0.42412,                 0.4659,                0.36888,                0.94036,                 2.0443,                 1.0973,              0.0064855,              0.0064855,              0.0064855
                    216,                0.61753,                0.39418,                0.89223,                 0.7237,                0.42822,                0.46684,                0.36945,                 0.9409,                 2.0409,                 1.0972,               0.006469,               0.006469,               0.006469
                    217,                 0.6122,                0.39359,                0.89095,                0.71536,                 0.4279,                 0.4672,                0.36972,                0.94098,                 2.0423,                 1.0971,              0.0064525,              0.0064525,              0.0064525
                    218,                0.61452,                0.39869,                0.89384,                0.69028,                0.43537,                 0.4669,                0.37003,                0.93998,                 2.0428,                 1.0968,               0.006436,               0.006436,               0.006436
                    219,                0.60709,                0.39539,                0.89132,                 0.6895,                0.43955,                0.46729,                0.37058,                0.94104,                 2.0448,                 1.0975,              0.0064195,              0.0064195,              0.0064195
                    220,                 0.6107,                0.39416,                0.89215,                0.69907,                0.43556,                0.46731,                0.37098,                0.94115,                 2.0453,                 1.0973,               0.006403,               0.006403,               0.006403
                    221,                0.60691,                0.39691,                0.89179,                 0.6992,                0.43505,                0.46811,                0.37095,                0.94012,                 2.0471,                 1.0963,              0.0063865,              0.0063865,              0.0063865
                    222,                0.60718,                0.38974,                0.89094,                0.71161,                0.42993,                0.46883,                0.37175,                0.94149,                 2.0435,                 1.0977,                0.00637,                0.00637,                0.00637
                    223,                0.60772,                 0.3944,                0.89464,                 0.7315,                0.42653,                0.46947,                 0.3723,                0.94054,                 2.0437,                 1.0971,              0.0063535,              0.0063535,              0.0063535
                    224,                0.60355,                 0.3935,                0.89125,                0.72617,                0.42993,                0.46987,                0.37225,                0.94088,                 2.0423,                 1.0966,               0.006337,               0.006337,               0.006337
                    225,                0.61364,                0.39324,                0.89153,                0.72616,                 0.4303,                 0.4701,                0.37249,                0.93914,                 2.0371,                 1.0962,              0.0063205,              0.0063205,              0.0063205
                    226,                0.60157,                0.38609,                 0.8874,                0.73007,                0.43131,                0.47077,                0.37248,                0.93783,                 2.0296,                 1.0958,               0.006304,               0.006304,               0.006304
                    227,                0.60637,                0.39225,                 0.8916,                0.73679,                0.43064,                0.47099,                0.37269,                0.93642,                 2.0249,                 1.0942,              0.0062875,              0.0062875,              0.0062875
                    228,                0.60783,                0.39084,                0.89147,                0.73767,                0.43062,                0.47126,                0.37327,                0.93616,                 2.0165,                 1.0943,               0.006271,               0.006271,               0.006271
                    229,                0.59138,                0.38504,                0.88808,                0.74022,                0.42993,                0.47153,                0.37359,                0.93528,                 2.0163,                 1.0939,              0.0062545,              0.0062545,              0.0062545
                    230,                0.60898,                0.39354,                0.89274,                0.73828,                 0.4312,                0.47256,                0.37381,                0.93467,                  2.017,                 1.0936,               0.006238,               0.006238,               0.006238
                    231,                0.60387,                0.38754,                0.88839,                0.74275,                 0.4304,                 0.4728,                0.37413,                0.93352,                  2.018,                 1.0923,              0.0062215,              0.0062215,              0.0062215
                    232,                0.60031,                 0.3813,                0.88693,                 0.7418,                0.43098,                0.47263,                0.37473,                0.93141,                 2.0175,                 1.0903,               0.006205,               0.006205,               0.006205
                    233,                0.60582,                0.39104,                0.89063,                0.73252,                0.43295,                0.47271,                 0.3748,                0.93158,                 2.0157,                 1.0905,              0.0061885,              0.0061885,              0.0061885
                    234,                0.59887,                 0.3831,                0.88403,                0.72864,                0.43166,                0.47223,                 0.3753,                0.93044,                 2.0158,                 1.0895,               0.006172,               0.006172,               0.006172
                    235,                0.59928,                0.38464,                0.88482,                0.73428,                0.43214,                0.47308,                 0.3752,                0.92887,                 2.0131,                 1.0878,              0.0061555,              0.0061555,              0.0061555
                    236,                0.59727,                0.38714,                0.88958,                0.73702,                0.43126,                0.47325,                0.37523,                0.92736,                 2.0126,                 1.0869,               0.006139,               0.006139,               0.006139
                    237,                0.59067,                0.38226,                0.88141,                0.73528,                0.43177,                 0.4732,                0.37524,                0.92801,                 2.0086,                 1.0881,              0.0061225,              0.0061225,              0.0061225
                    238,                0.59199,                0.38293,                0.88936,                0.73417,                0.43189,                0.47357,                0.37552,                 0.9276,                 2.0065,                 1.0887,               0.006106,               0.006106,               0.006106
                    239,                0.59444,                 0.3849,                0.88792,                0.73195,                0.43319,                0.47364,                0.37556,                0.92771,                 2.0043,                 1.0886,              0.0060895,              0.0060895,              0.0060895
                    240,                 0.5988,                0.38587,                0.88553,                0.72616,                0.43523,                0.47374,                0.37598,                0.92734,                  2.006,                 1.0877,               0.006073,               0.006073,               0.006073
                    241,                 0.5939,                0.38052,                0.88479,                0.72869,                0.43493,                0.47405,                0.37638,                  0.926,                 2.0021,                 1.0875,              0.0060565,              0.0060565,              0.0060565
                    242,                0.59429,                0.38122,                 0.8895,                0.72357,                0.43391,                0.47371,                0.37656,                0.92665,                 2.0011,                 1.0882,                0.00604,                0.00604,                0.00604
                    243,                0.59598,                0.38153,                 0.8868,                0.73838,                0.43019,                0.47375,                0.37658,                0.92471,                 2.0049,                 1.0863,              0.0060235,              0.0060235,              0.0060235
                    244,                0.59324,                0.37989,                0.88812,                 0.7467,                0.43105,                0.47494,                0.37684,                0.92253,                 2.0015,                 1.0847,               0.006007,               0.006007,               0.006007
                    245,                0.60208,                0.38299,                0.88543,                0.74884,                0.42894,                0.47471,                0.37678,                0.92197,                 2.0021,                 1.0845,              0.0059905,              0.0059905,              0.0059905
                    246,                0.59354,                0.37951,                0.88745,                0.75318,                0.42849,                0.47481,                0.37734,                0.92151,                 2.0015,                 1.0847,               0.005974,               0.005974,               0.005974
                    247,                0.58882,                0.37734,                 0.8804,                0.75349,                0.42916,                0.47533,                0.37735,                0.92108,                 2.0009,                 1.0845,              0.0059575,              0.0059575,              0.0059575
                    248,                0.60059,                0.38412,                0.88815,                0.75333,                0.42654,                0.47524,                0.37724,                0.92155,                  2.003,                 1.0855,               0.005941,               0.005941,               0.005941
                    249,                0.59707,                  0.382,                0.88846,                0.75386,                 0.4259,                0.47476,                0.37713,                0.92207,                 2.0004,                 1.0853,              0.0059245,              0.0059245,              0.0059245
                    250,                0.59189,                0.37828,                0.88304,                0.75372,                0.42661,                0.47486,                0.37757,                0.92061,                 1.9976,                 1.0838,               0.005908,               0.005908,               0.005908
                    251,                0.58428,                0.37693,                0.88624,                 0.7599,                0.42662,                0.47583,                0.37781,                 0.9208,                 1.9963,                 1.0841,              0.0058915,              0.0058915,              0.0058915
                    252,                0.59212,                0.38243,                0.88535,                0.76065,                0.42685,                0.47625,                0.37817,                0.91885,                 1.9916,                 1.0822,               0.005875,               0.005875,               0.005875
                    253,                0.58609,                0.37209,                 0.8848,                0.76815,                0.42731,                0.47737,                0.37814,                 0.9185,                 1.9887,                 1.0828,              0.0058585,              0.0058585,              0.0058585
                    254,                0.58346,                0.37223,                0.88242,                0.77627,                0.42623,                0.47745,                0.37814,                0.91848,                 1.9874,                 1.0831,               0.005842,               0.005842,               0.005842
                    255,                0.58305,                 0.3732,                 0.8851,                0.77548,                0.42611,                0.47762,                0.37814,                0.91847,                 1.9872,                 1.0832,              0.0058255,              0.0058255,              0.0058255
                    256,                0.57984,                 0.3713,                0.87866,                0.77834,                0.42562,                0.47755,                0.37842,                0.91818,                 1.9884,                 1.0836,               0.005809,               0.005809,               0.005809
                    257,                0.58301,                0.36879,                 0.8812,                0.78241,                0.42448,                0.47736,                0.37827,                0.91752,                 1.9907,                  1.083,              0.0057925,              0.0057925,              0.0057925
                    258,                0.57578,                0.36893,                0.87921,                0.78256,                 0.4247,                0.47716,                0.37783,                0.91823,                 1.9912,                 1.0835,               0.005776,               0.005776,               0.005776
                    259,                0.57979,                0.36472,                0.88162,                0.77756,                0.42622,                0.47699,                0.37786,                0.91838,                  1.992,                 1.0841,              0.0057595,              0.0057595,              0.0057595
                    260,                 0.5838,                0.37432,                0.88247,                0.77606,                0.42651,                0.47727,                0.37784,                0.91867,                 1.9937,                 1.0842,               0.005743,               0.005743,               0.005743
                    261,                0.57785,                0.36613,                0.87708,                0.76374,                0.42862,                0.47713,                0.37753,                 0.9181,                 1.9931,                 1.0839,              0.0057265,              0.0057265,              0.0057265
                    262,                0.58153,                0.37028,                0.88036,                0.76516,                0.42799,                0.47669,                0.37731,                 0.9189,                 1.9945,                 1.0851,                0.00571,                0.00571,                0.00571
                    263,                 0.5771,                0.37054,                 0.8825,                0.76208,                0.42791,                0.47659,                0.37754,                0.91913,                 1.9951,                 1.0853,              0.0056935,              0.0056935,              0.0056935
                    264,                0.57773,                0.37057,                 0.8818,                0.76325,                0.42698,                0.47634,                0.37745,                0.92016,                 1.9951,                 1.0865,               0.005677,               0.005677,               0.005677
                    265,                0.57592,                0.36406,                 0.8789,                0.75759,                  0.429,                0.47593,                0.37738,                0.92114,                 1.9975,                  1.088,              0.0056605,              0.0056605,              0.0056605
                    266,                0.57364,                0.36562,                0.88508,                0.75576,                0.43014,                0.47615,                0.37797,                0.92157,                      2,                 1.0889,               0.005644,               0.005644,               0.005644
                    267,                0.57381,                0.36567,                0.88086,                 0.7556,                0.43027,                0.47593,                0.37745,                0.92136,                 1.9986,                 1.0892,              0.0056275,              0.0056275,              0.0056275
                    268,                0.57505,                0.36429,                0.88074,                0.74034,                0.43306,                0.47566,                0.37725,                0.92143,                 2.0003,                 1.0898,               0.005611,               0.005611,               0.005611
                    269,                0.57375,                0.36367,                0.87837,                0.75987,                0.42781,                0.47532,                0.37699,                0.92151,                 2.0015,                 1.0901,              0.0055945,              0.0055945,              0.0055945
                    270,                0.57217,                0.36161,                0.87613,                0.76207,                0.42683,                0.47492,                0.37734,                0.92121,                 2.0036,                 1.0902,               0.005578,               0.005578,               0.005578
                    271,                0.56744,                0.36044,                0.88144,                0.75614,                0.42944,                  0.475,                0.37721,                0.91999,                 2.0021,                 1.0896,              0.0055615,              0.0055615,              0.0055615
                    272,                0.57511,                0.36601,                0.88007,                0.75642,                0.42891,                0.47509,                0.37707,                0.92083,                 2.0029,                 1.0904,               0.005545,               0.005545,               0.005545
                    273,                 0.5706,                0.35801,                 0.8773,                0.75685,                0.42963,                0.47507,                0.37686,                0.92093,                 2.0027,                 1.0906,              0.0055285,              0.0055285,              0.0055285
                    274,                 0.5684,                0.35921,                0.87936,                0.74967,                0.43188,                0.47576,                0.37705,                0.92143,                 2.0038,                 1.0914,               0.005512,               0.005512,               0.005512
                    275,                0.56425,                0.35964,                0.87693,                0.75952,                 0.4301,                0.47534,                0.37727,                0.92196,                 2.0048,                 1.0918,              0.0054955,              0.0054955,              0.0054955
                    276,                0.55929,                0.35783,                0.87434,                0.75943,                0.43069,                0.47491,                0.37731,                0.92119,                 2.0054,                 1.0916,               0.005479,               0.005479,               0.005479
                    277,                0.56405,                0.35555,                0.87476,                0.75406,                 0.4322,                0.47532,                0.37755,                0.92121,                 2.0059,                 1.0919,              0.0054625,              0.0054625,              0.0054625
                    278,                0.56986,                0.35617,                0.87609,                0.75439,                0.43196,                0.47483,                0.37745,                0.92095,                 2.0074,                 1.0917,               0.005446,               0.005446,               0.005446
